1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,0,0
0,0,0
2,0,0
1,0,0
1,0,0
1,0,0
2,1,0
1,0,0
2,0,0
6,0,0
2,0,0
2,0,0
21,0,0
67,1,0
38,0,0
15,0,1
28,0,0
64,3,0
47,0,2
11,0,1
34,1,0
15,4,2
18,0,0
24,0,0
15,2,1
19,0,0
45,4,4
41,4,3
9,0,0
38,15,0
31,7,2
44,23,1
75,27,3
35,4,2
56,24,2
80,21,3
62,4,2
61,26,2
81,60,0
80,4,0
82,23,0
73,29,0
71,34,0
60,82,2
62,38,0
58,47,0
67,36,0
67,65,1
60,140,2
56,51,2
54,62,3
43,45,3
50,38,1
38,73,0
71,58,1
48,86,1
68,50,1
102,60,0
48,101,1
25,103,1
52,96,0
57,69,2
71,43,1
45,41,1
62,26,1
47,48,1
66,62,0
106,51,0
97,125,1
134,48,1
128,68,1
85,101,1
131,55,0
110,51,2
105,34,2
115,40,0
180,50,4
141,65,3
138,36,2
210,75,0
199,29,2
154,42,0
69,48,2
365,110,1
182,99,2
207,123,0
222,94,2
294,131,2
304,69,2
264,128,2
351,128,2
425,131,2
465,133,4
491,206,5
477,196,5
443,128,5
462,157,8
497,187,10
553,209,7
605,208,10
796,284,11
813,428,12
793,324,11
704,279,7
657,477,6
845,325,5
837,319,8
765,376,12
998,414,14
1322,498,7
1178,825,13
1062,1356,12
1555,1053,13
1608,1040,15
1813,1199,17
1933,1019,19
1935,1052,37
1916,1003,43
2432,911,44
2593,1015,40
2602,905,42
3963,1465,52
5041,1127,56
4074,1338,54
4944,1346,62
6045,6553,65
7998,5428,61
8147,2380,49
7813,3320,52
7627,3046,56
6051,3257,49
7948,3064,58
10093,2784,65
10167,4618,68
10376,3840,68
9276,12750,58
8555,6272,67
7822,5786,63
9747,6953,67
10128,8729,77
10328,8516,72
10171,7594,89
10080,9151,97
10820,9097,97
7665,6924,80
9024,9113,87
9597,6676,93
9996,9499,82
8943,9779,97
8732,10414,87
8012,10117,88
6780,7866,82
9652,9211,88
9742,8061,86
9393,8846,95
9544,8827,91
10276,8593,97
7895,7449,93
8601,8741,86
9927,9419,92
10830,8473,81
10621,8528,92
10526,8463,81
10548,8976,82
10603,9067,88
10004,8772,85
10368,9350,84
10392,8454,72
10199,9499,75
10776,12334,76
10825,11941,71
10794,11915,70
8368,10055,70
10601,11691,73
10418,9842,74
10175,10040,68
9999,11069,77
9901,10292,67
9536,10131,66
7956,9764,60
8846,9628,69
8835,10845,64
8702,10712,72
8096,11803,67
8218,10820,58
7738,10608,57
6235,10502,51
7553,10555,51
7228,8291,45
7855,8807,52
7073,8695,48
7293,9125,57
6923,7796,45
5487,7210,37
6190,9836,35
6133,7075,48
6751,7297,41
6555,7485,31
6224,7798,41
6242,7084,40
4256,7558,38
5795,6046,33
5120,6349,34
5292,6102,42
5145,6110,31
5653,6659,35
5210,5509,30
3224,5504,32
4622,5715,35
3892,5050,28
4038,5622,38
3967,5010,25
3676,5529,24
3986,4591,23
2918,4303,24
3503,5144,28
3746,4739,27
3620,3723,16
3765,4281,20
3342,3572,22
2997,3585,21
1901,3972,19
2901,4352,19
