0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0,0
0,0,0
0,0,0
0,0,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,0,0
0,0,0
2,0,0
12,0,0
13,0,0
13,0,0
22,0,0
24,0,0
30,0,0
17,0,0
16,0,0
0,0,0
2,0,0
1,0,0
1,27,0
0,13,0
11,22,0
-2,21,0
0,4,0
8,27,0
0,0,0
2,32,0
0,4,0
16,0,0
3,13,0
4,0,0
34,0,0
10,0,0
2,2,0
10,0,0
17,5,0
45,1,0
107,0,0
48,0,0
151,0,0
24,0,0
48,0,0
55,0,0
53,19,0
38,0,0
26,0,1
31,47,0
25,39,0
41,0,0
83,37,0
33,118,0
10,0,0
1,123,0
43,0,0
21,83,0
27,18,0
8,23,0
35,79,0
16,23,0
23,25,0
0,97,0
32,122,0
35,36,0
9,16,0
12,8,0
34,6,0
8,0,0
8,1,0
39,53,0
93,53,0
25,3,0
23,4,0
111,13,0
24,29,0
57,76,0
16,14,0
142,34,0
31,3,1
105,46,0
26,54,0
90,63,0
98,66,1
98,33,0
118,47,0
171,51,2
223,24,0
202,86,2
252,81,1
126,107,1
206,39,1
100,59,1
105,79,0
37,152,2
147,105,4
221,154,4
216,57,0
219,284,0
274,365,0
252,136,2
141,142,4
0,0,0
131,70,1
122,50,2
98,68,1
128,67,5
146,224,1
147,92,4
62,267,1
164,213,1
110,182,0
121,74,1
164,103,2
167,73,4
127,63,5
143,135,4
205,118,3
236,93,3
190,68,0
256,86,4
280,410,1
331,121,2
200,159,1
293,73,6
329,160,4
385,123,2
509,142,4
443,198,5
447,195,4
321,201,5
509,221,10
566,193,5
590,186,8
524,179,3
691,271,7
603,262,8
399,303,5
628,294,3
582,311,9
535,340,6
559,262,5
470,479,10
629,398,12
255,404,6
