0,0,0
0,0,0
1,0,0
0,0,0
1,0,0
1,0,0
0,0,0
0,0,0
0,0,0
1,0,0
0,0,0
1,0,0
0,0,0
0,0,0
1,1,0
1,0,0
0,1,0
0,0,0
0,0,0
3,0,0
6,0,0
6,0,0
4,2,0
5,0,0
0,0,0
4,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,2,0
2,2,0
0,0,0
0,0,0
3,0,0
2,0,0
2,2,0
2,7,0
0,1,0
0,4,0
1,1,0
1,1,0
0,1,0
3,0,0
0,0,0
3,0,0
1,2,0
2,8,0
0,1,1
2,2,0
1,0,0
0,0,0
1,0,0
0,0,0
0,0,0
2,6,0
4,1,0
1,0,0
0,0,0
1,0,0
3,0,0
6,4,0
4,1,0
9,0,0
1,1,0
4,0,0
15,0,0
15,1,0
19,0,0
8,0,0
91,2,0
73,3,2
32,0,1
51,6,0
69,15,0
31,0,0
216,23,0
33,0,1
158,0,0
52,120,0
84,30,2
42,7,1
68,38,2
62,47,1
88,78,0
52,106,2
56,186,0
126,41,0
25,76,2
93,55,1
69,61,5
61,130,2
34,34,1
26,78,0
97,27,1
81,38,1
80,132,0
74,47,0
124,17,1
43,50,0
58,21,1
133,81,2
88,119,5
68,37,1
34,64,1
66,87,0
32,109,1
8,93,1
50,120,2
66,86,0
37,88,1
64,76,0
45,21,0
31,22,0
37,62,0
69,35,1
28,29,3
47,22,0
68,34,0
44,12,0
120,68,1
71,70,2
78,11,1
99,81,0
197,47,0
120,26,1
174,60,1
239,35,0
127,96,3
207,85,0
451,52,2
145,50,3
272,42,2
244,54,1
143,71,0
224,109,3
259,45,4
279,91,2
199,185,4
118,172,4
264,162,3
146,107,3
207,101,4
208,309,5
246,386,3
369,194,4
278,304,10
501,232,5
230,171,8
389,167,9
411,169,2
454,217,4
416,327,3
313,488,4
325,246,4
235,352,1
318,385,6
468,239,6
264,408,14
411,301,9
447,243,5
483,345,3
558,459,5
405,432,7
485,289,6
535,323,6
728,251,9
588,349,11
706,400,11
664,480,7
592,604,12
571,404,11
836,425,11
946,508,9
831,502,12
950,535,18
668,591,11
807,473,7
658,427,12
1117,789,12
1015,521,5
995,645,11
1115,603,14
1637,1009,12
