7,1,1
0,1,0
0,0,0
1,0,0
2,0,0
4,1,0
6,2,0
7,0,0
0,0,0
3,0,0
0,1,0
5,0,0
1,0,0
4,0,0
9,0,0
23,0,1
25,0,0
23,0,0
32,0,0
141,2,2
93,0,2
59,8,0
58,0,1
22,0,0
51,4,2
93,1,0
51,4,3
183,2,2
166,0,5
85,1,5
356,3,4
51,0,2
17,10,2
62,11,6
67,20,4
186,135,1
110,83,2
78,141,2
75,180,0
92,113,1
128,84,2
138,49,3
111,12,1
293,8,0
190,0,0
206,201,0
125,14,2
76,2,3
223,73,2
384,89,3
427,106,0
349,69,0
206,37,0
428,74,1
448,389,1
338,89,2
224,0,0
381,49,5
310,60,0
406,383,13
359,346,20
472,187,9
425,473,8
438,408,6
422,276,19
299,283,12
500,265,6
534,442,10
571,375,18
660,330,14
591,370,23
508,273,30
635,231,15
412,183,12
792,310,15
1024,231,13
1105,351,82
1163,229,18
1295,403,57
990,268,50
1298,497,33
1513,299,59
1359,356,44
1330,417,49
1320,349,53
1282,335,51
1007,358,62
1366,504,31
1501,384,79
1877,486,101
2137,667,129
2134,1547,57
2224,878,56
1647,604,73
1859,73,437
2414,957,67
2877,3884,65
3137,2228,66
3630,7725,77
3000,1719,63
2909,3589,58
3947,2711,68
3788,2124,64
3390,3328,64
3460,2326,63
2948,2210,66
2889,3306,65
2084,3628,57
2199,2113,62
2442,1644,61
2373,3015,61
2520,2617,59
2505,2632,81
2244,3083,63
1379,749,48
2008,2129,50
2033,3982,48
2187,4027,45
2089,2468,42
1781,2998,34
1573,2276,37
1246,1344,40
1606,1924,35
1647,2463,41
1652,1994,58
1462,1608,26
1475,1973,26
1211,1860,31
954,1784,35
1349,1200,27
1227,1532,29
1041,1415,26
1025,1866,32
1142,2137,29
1075,1807,21
613,1497,26
1056,1135,28
1035,1126,26
1093,1091,29
1195,1206,27
1118,1201,26
961,1186,15
805,937,17
674,972,12
1076,890,11
1299,1008,15
1192,1108,23
1404,1130,16
1300,1225,13
707,1070,20
1257,727,8
1113,1021,14
956,913,14
1192,790,11
1276,1143,10
652,1310,8
787,740,18
1374,1146,12
1398,1320,9
1215,1059,22
1250,1082,13
1412,1230,14
1450,1250,16
1061,1200,13
1544,1155,17
1693,1154,17
1840,1130,22
1808,1446,20
1954,1449,15
2024,1249,22
1358,1507,18
2312,1050,18
2509,1858,19
2737,1528,19
2914,1751,13
2973,1920,25
3256,2188,29
2077,2411,32
3609,1756,19
4039,2623,20
4308,2637,28
4266,2754,21
4321,3141,28
4235,3403,29
3229,3374,26
4263,3131,36
4473,3313,33
4432,3587,38
4127,3568,30
4071,4219,38
3812,3742,37
2548,3672,32
3816,3097,37
3714,4465,36
3834,3509,36
3827,4061,24
3372,4476,46
3292,3739,42
1984,4052,37
3227,2778,48
3390,3965,41
3037,3167,40
2920,3171,37
2258,3440,34
2683,3126,38
1947,3588,32
2676,2997,39
2871,3370,35
2726,2643,37
2860,3098,39
2866,2766,48
2780,3057,29
1849,2975,40
3036,2036,45
3324,2867,44
3483,2755,26
3428,3197,22
3259,3154,35
3299,2863,28
2154,2845,31
3579,2186,41
3686,3444,47
3882,2727,35
4086,3296,26
4116,3614,36
4136,3826,33
2832,3736,54
4853,2722,44
5673,4128,40
5739,4138,27
5891,4433,47
5062,4665,41
5664,4159,51
4001,4824,42
6725,3610,48
6842,5797,51
6715,5289,66
7178,6121,64
6953,6338,79
7745,6069,77
5023,7014,71
7830,6157,83
8593,7264,85
7053,6462,104
7802,6498,91
7340,7117,96
3235,7606,95
3797,3560,99
6396,4421,99
7486,6901,131
7546,6685,98
6608,8775,118
5879,6963,111
6746,6154,121
4454,7216,121
6224,4943,109
5246,5361,99
5475,4937,91
5482,5937,98
4998,6512,89
4906,6325,68
3726,5824,108
4006,5036,86
3944,5329,82
3734,4834,82
4067,4862,73
3419,4916,77
2706,4622,69
1674,3818,63
3188,3307,57
2463,4177,50
1575,3307,61
2385,2402,60
1935,3191,47
1984,2539,33
1376,2854,60
1617,2343,41
1547,2734,32
1363,2391,35
1418,2160,37
1139,2168,32
1091,1275,26
803,1669,27
939,1434,25
871,1585,18
1063,1120,37
758,1370,30
655,988,23
757,939,16
564,959,21
703,850,28
677,940,21
574,888,13
585,717,21
494,496,14
424,708,14
384,727,12
442,557,12
654,719,16
486,780,19
444,823,10
519,603,12
399,602,12
306,407,13
386,545,16
357,534,11
340,390,4
295,427,10
299,397,6
246,385,8
161,362,8
231,222,10
228,405,10
227,246,8
266,319,7
197,367,10
185,315,9
148,190,5
157,218,7
96,212,9
199,119,6
249,267,6
183,290,8
140,211,4
121,214,3
114,160,2
150,153,6
158,165,7
154,140,2
123,151,4
119,179,2
125,138,3
100,144,0
127,131,2
142,135,2
141,136,3
126,138,0
